CO(GT),C6H6(GT),NOx(GT),NO2(GT),anomaly
-200.0,7.0,62,92,1
-200.0,8.0,65,97,1
-200.0,6.0,52,80,1
-200.0,4.3,22,40,1
-200.0,4.1,27,49,1
-200.0,2.0,-200,-200,1
-200.0,2.4,29,46,1
-200.0,2.7,29,37,1
-200.0,6.9,135,92,1
-200.0,9.2,181,115,1
-200.0,9.6,119,102,1
-200.0,9.1,116,104,1
-200.0,9.3,143,109,1
-200.0,8.5,126,108,1
-200.0,6.9,94,90,1
-200.0,6.9,96,81,1
-200.0,6.4,90,87,1
-200.0,6.2,93,82,1
-200.0,7.3,101,99,1
-200.0,10.7,123,119,1
-200.0,11.9,136,128,1
-200.0,10.6,109,111,1
-200.0,9.3,124,114,1
-200.0,6.7,82,100,1
-200.0,7.2,69,88,1
-200.0,5.9,60,78,1
-200.0,8.7,90,101,1
-200.0,6.8,58,77,1
-200.0,3.8,53,78,1
-200.0,2.2,-200,-200,1
-200.0,3.2,45,65,1
-200.0,3.9,61,74,1
-200.0,6.3,76,83,1
-200.0,13.6,144,96,1
-200.0,26.7,221,120,1
-200.0,22.8,282,147,1
-200.0,16.2,235,148,1
-200.0,10.4,113,91,1
-200.0,11.3,93,94,1
-200.0,9.6,88,95,1
-200.0,7.8,87,92,1
-200.0,10.7,109,113,1
-200.0,10.8,106,111,1
-200.0,17.3,182,166,1
-200.0,17.7,-200,-200,1
-200.0,15.5,144,143,1
-200.0,13.6,144,131,1
-200.0,9.6,84,102,1
-200.0,9.5,74,94,1
-200.0,8.5,80,96,1
-200.0,9.0,78,88,1
-200.0,7.8,50,72,1
-200.0,2.6,18,33,1
-200.0,2.4,-200,-200,1
-200.0,1.9,21,33,1
-200.0,3.7,62,60,1
-200.0,7.1,74,72,1
-200.0,16.6,171,97,1
-200.0,26.6,287,136,1
-200.0,17.9,230,140,1
-200.0,17.9,261,171,1
-200.0,14.0,178,150,1
-200.0,10.1,116,117,1
-200.0,9.5,96,106,1
-200.0,7.1,83,95,1
-200.0,12.3,120,137,1
-200.0,11.7,108,129,1
-200.0,12.8,115,135,1
-200.0,14.0,102,127,1
-200.0,13.9,118,122,1
-200.0,11.7,107,118,1
-200.0,13.8,129,135,1
-200.0,14.8,133,134,1
-200.0,11.9,98,105,1
-200.0,11.1,110,104,1
-200.0,8.0,62,81,1
-200.0,5.6,55,69,1
-200.0,7.1,-200,-200,1
-200.0,3.5,35,51,1
-200.0,4.1,52,52,1
-200.0,4.9,36,48,1
-200.0,19.4,182,105,1
-200.0,26.3,297,150,1
-200.0,22.0,237,160,1
-200.0,18.1,235,167,1
-200.0,12.1,158,141,1
-200.0,9.4,89,104,1
-200.0,10.1,80,101,1
-200.0,10.5,93,118,1
-200.0,10.8,96,121,1
-200.0,9.6,98,124,1
-200.0,13.0,104,127,1
-200.0,15.5,121,137,1
-200.0,16.5,116,137,1
-200.0,14.5,121,135,1
-200.0,13.2,114,118,1
-200.0,14.8,112,111,1
-200.0,10.7,81,85,1
-200.0,-200.0,220,158,-1
-200.0,6.4,81,77,1
-200.0,5.5,43,56,1
-200.0,5.2,-200,-200,1
-200.0,3.9,26,37,1
0.8,4.7,40,49,1
1.2,7.3,72,71,1
1.0,6.4,68,71,1
1.5,9.2,89,86,1
2.8,12.5,151,125,1
3.4,15.7,215,160,1
3.3,15.9,196,174,1
2.9,14.6,161,146,1
2.2,11.7,120,127,1
1.6,7.4,88,114,1
0.9,6.1,38,65,1
1.1,6.9,47,77,1
1.0,6.2,40,68,1
1.3,8.1,58,92,1
1.6,10.2,71,104,1
1.8,10.7,90,114,1
2.2,13.0,95,105,1
1.8,11.4,85,85,1
2.3,13.3,119,92,1
2.0,11.2,106,82,1
1.8,9.8,77,70,1
0.9,6.2,28,40,1
0.5,3.6,-200,-200,1
0.6,4.0,21,26,1
0.4,2.6,17,21,1
0.4,2.6,24,30,1
0.4,2.9,19,21,1
0.8,4.2,39,35,1
0.8,5.5,46,36,1
0.9,5.8,53,48,1
0.7,4.5,32,39,1
0.6,4.3,30,34,1
0.5,3.5,24,33,1
0.6,3.5,34,42,1
0.7,3.9,63,85,1
0.9,4.7,69,92,1
0.9,5.3,61,84,1
1.2,6.4,73,100,1
1.4,8.0,75,95,1
1.5,9.2,69,77,1
1.7,9.1,71,85,1
1.7,9.1,73,83,1
1.7,9.5,86,88,1
1.9,9.1,65,68,1
1.2,5.0,74,97,1
0.7,3.7,45,51,1
0.3,2.2,-200,-200,1
0.2,1.6,2,5,1
0.4,2.7,29,35,1
0.8,5.6,42,56,1
1.9,13.0,146,110,1
-200.0,17.8,-200,-200,1
1.9,11.5,163,124,1
1.9,11.1,144,115,1
1.9,11.0,125,119,1
1.7,10.7,90,107,1
1.4,8.5,76,99,1
1.2,8.7,73,95,1
1.4,9.4,73,105,1
1.4,9.5,80,117,1
1.9,12.9,121,157,1
2.2,13.7,129,173,1
1.9,12.2,103,139,1
1.7,11.8,87,116,1
1.2,9.9,58,91,1
0.3,10.7,64,98,1
0.1,9.4,58,93,1
0.1,8.1,44,74,1
-200.0,6.6,28,50,1
-200.0,3.3,19,36,1
-200.0,1.7,-200,-200,1
-200.0,2.3,48,55,1
-200.0,2.5,77,86,1
-200.0,3.2,110,137,1
-200.0,19.3,282,140,1
-200.0,21.3,275,142,1
-200.0,17.2,253,185,1
-200.0,15.2,211,173,1
-200.0,10.6,176,158,1
-200.0,12.3,153,127,1
-200.0,10.5,144,111,1
-200.0,9.3,127,114,1
-200.0,9.3,112,109,1
-200.0,11.0,-200,-200,1
-200.0,12.1,148,137,1
-200.0,13.7,140,134,1
-200.0,12.9,125,114,1
-200.0,10.3,111,100,1
-200.0,9.5,102,92,1
-200.0,10.3,108,97,1
-200.0,11.2,132,111,1
-200.0,9.2,104,89,1
-200.0,8.0,92,87,1
-200.0,5.8,78,69,1
-200.0,4.0,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,7.8,-200,-200,1
-200.0,19.3,-200,-200,1
-200.0,26.0,-200,-200,1
-200.0,10.6,-200,-200,1
-200.0,8.2,-200,-200,1
-200.0,9.9,-200,-200,1
-200.0,8.6,-200,-200,1
-200.0,8.7,-200,-200,1
-200.0,6.0,-200,-200,1
-200.0,8.0,-200,-200,1
-200.0,7.6,-200,-200,1
-200.0,10.7,-200,-200,1
-200.0,8.7,-200,-200,1
-200.0,8.0,-200,-200,1
-200.0,7.2,-200,-200,1
-200.0,5.7,-200,-200,1
-200.0,5.5,-200,-200,1
-200.0,4.6,-200,-200,1
-200.0,6.6,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,3.8,-200,-200,1
-200.0,2.3,-200,-200,1
-200.0,2.1,-200,-200,1
-200.0,3.9,-200,-200,1
-200.0,6.5,-200,-200,1
-200.0,14.5,-200,-200,1
-200.0,15.1,-200,-200,1
-200.0,9.0,-200,-200,1
-200.0,11.4,-200,-200,1
-200.0,11.2,104,115,1
-200.0,10.2,98,108,1
-200.0,8.2,66,86,1
-200.0,6.6,60,84,1
-200.0,6.4,85,97,1
-200.0,7.0,90,102,1
-200.0,9.6,122,102,1
-200.0,9.4,117,99,1
-200.0,10.2,115,97,1
-200.0,7.7,127,101,1
-200.0,5.4,79,92,1
-200.0,5.5,61,70,1
-200.0,5.7,67,72,1
-200.0,7.2,93,80,1
-200.0,6.8,77,71,1
-200.0,5.0,60,69,1
-200.0,4.1,-200,-200,1
-200.0,3.4,45,55,1
0.7,4.4,65,57,1
1.2,7.7,94,56,1
2.3,13.6,205,72,1
3.0,19.1,240,84,1
2.9,16.3,237,97,1
2.6,14.2,245,107,1
2.6,15.6,206,117,1
2.6,14.4,156,120,1
2.1,10.5,126,110,1
1.7,10.2,108,104,1
1.9,10.7,102,110,1
2.5,11.6,110,111,1
1.1,7.9,57,64,1
2.1,11.7,109,92,1
2.6,14.6,151,114,1
2.6,13.2,153,116,1
1.7,9.8,103,94,1
1.5,8.8,76,77,1
1.8,10.4,93,74,1
1.4,8.5,75,62,1
1.2,6.4,57,57,1
0.7,3.4,32,45,1
0.6,2.6,-200,-200,1
0.7,2.9,42,49,1
0.5,2.3,37,45,1
0.6,3.3,44,44,1
0.9,5.1,51,43,1
1.2,7.7,74,51,1
2.0,10.5,115,84,1
1.9,10.9,109,96,1
1.7,8.4,80,88,1
1.2,6.0,57,67,1
1.1,6.0,56,64,1
1.0,4.7,43,54,1
1.0,5.3,43,56,1
1.0,5.8,51,68,1
1.2,6.5,46,67,1
1.6,8.4,71,95,1
1.6,8.3,65,86,1
1.6,8.4,78,93,1
1.3,6.4,51,68,1
1.9,10.3,84,95,1
1.9,10.9,89,93,1
1.5,7.4,65,69,1
1.1,5.8,43,55,1
0.8,4.5,32,39,1
0.9,4.6,-200,-200,1
0.6,2.4,22,33,1
0.6,2.4,21,29,1
0.7,2.6,27,36,1
0.6,2.8,31,38,1
1.0,4.5,46,47,1
1.2,5.2,62,64,1
1.0,4.2,43,49,1
1.3,4.8,53,64,1
1.4,4.6,87,79,1
0.8,3.6,36,45,1
0.6,2.6,21,30,1
0.7,3.0,27,35,1
0.8,3.6,29,37,1
0.9,4.1,38,46,1
1.0,5.0,41,54,1
1.5,6.5,66,79,1
1.5,7.3,63,79,1
1.7,8.1,88,98,1
1.9,10.4,87,93,1
1.7,9.0,86,89,1
1.2,6.5,49,57,1
1.1,6.3,40,51,1
0.8,4.4,27,39,1
0.5,2.8,-200,-200,1
-200.0,2.2,23,30,1
0.7,3.7,58,46,1
1.2,7.4,87,55,1
2.3,15.1,143,63,1
2.5,15.1,96,42,1
2.4,14.7,16,5,1
1.4,9.8,54,39,1
1.2,8.0,42,39,1
1.6,8.3,72,71,1
1.4,7.7,54,65,1
1.2,6.7,52,71,1
1.5,7.5,64,72,1
1.4,-200.0,70,76,1
1.5,-200.0,65,75,1
1.7,-200.0,80,86,1
2.2,-200.0,88,96,1
1.9,8.6,81,95,1
1.6,9.7,59,74,1
1.5,9.1,69,76,1
1.4,9.1,58,66,1
1.0,7.0,33,49,1
0.7,4.9,17,29,1
0.5,3.5,6,11,1
0.5,3.9,-200,-200,1
0.5,3.2,20,25,1
0.7,4.7,58,34,1
1.2,7.6,106,42,1
2.2,14.7,143,47,1
2.9,18.7,167,62,1
2.6,14.8,188,81,1
2.6,14.5,164,90,1
2.2,12.7,128,95,1
1.5,9.2,88,86,1
0.9,4.8,51,64,1
1.0,5.4,52,62,1
1.1,7.2,59,75,1
1.2,6.7,67,88,1
1.8,9.7,105,126,1
1.8,10.9,91,96,1
1.7,10.6,69,79,1
1.7,9.7,65,67,1
1.6,8.6,58,62,1
1.7,10.2,67,64,1
1.8,10.5,64,63,1
1.5,8.8,65,60,1
1.2,6.6,47,49,1
0.8,5.3,29,36,1
0.5,3.0,-200,-200,1
0.5,3.2,16,24,1
0.7,3.5,50,32,1
1.1,7.2,78,42,1
1.4,9.5,89,42,1
1.7,11.1,97,51,1
1.8,9.7,93,58,1
1.8,9.5,105,67,1
1.7,8.3,89,68,1
1.3,6.0,63,56,1
1.3,5.8,52,47,1
1.0,5.1,48,46,1
1.0,4.5,50,50,1
1.4,6.6,80,65,1
1.6,8.0,78,69,1
1.4,7.6,64,63,1
1.7,10.1,84,69,1
1.4,7.8,72,57,1
1.5,8.4,70,59,1
1.4,7.7,59,54,1
1.5,7.6,63,57,1
1.6,7.9,58,46,1
1.2,6.3,68,65,1
0.9,3.8,57,62,1
0.6,2.4,-200,-200,1
-200.0,2.5,15,25,1
0.7,4.2,47,37,1
0.7,4.5,39,41,1
1.7,11.0,87,60,1
2.2,14.1,122,65,1
1.9,9.5,122,71,1
1.5,6.9,101,61,1
1.6,7.2,92,65,1
1.3,5.5,70,54,1
1.1,5.1,58,58,1
1.0,5.0,44,56,1
1.0,5.6,44,60,1
1.1,5.7,52,69,1
1.3,7.0,53,67,1
1.5,8.1,65,79,1
1.6,8.7,67,86,1
1.5,7.9,67,79,1
1.3,7.5,53,67,1
1.2,6.0,53,65,1
1.6,8.5,60,67,1
1.4,7.0,60,62,1
1.1,5.6,39,48,1
0.7,2.6,22,33,1
0.4,1.5,-200,-200,1
0.5,1.7,7,11,1
0.5,2.0,25,34,1
0.8,4.0,47,52,1
1.6,8.6,101,80,1
1.6,10.1,100,86,1
1.4,8.7,79,77,1
1.5,7.9,91,93,1
1.2,5.8,83,109,1
1.1,5.3,65,89,1
0.8,4.2,55,71,1
0.7,3.3,40,56,1
0.7,4.0,48,68,1
0.7,4.3,46,61,1
1.0,4.6,54,70,1
1.0,5.1,55,76,1
1.2,5.9,60,78,1
1.1,5.7,62,80,1
1.0,4.7,51,71,1
1.2,5.1,57,74,1
1.4,5.9,72,90,1
1.3,5.6,63,78,1
1.0,4.5,49,63,1
0.6,2.5,30,42,1
0.4,1.7,-200,-200,1
0.4,1.8,18,27,1
0.4,1.9,22,29,1
0.5,2.6,39,41,1
1.1,6.3,68,61,1
1.2,6.8,84,68,1
0.9,4.7,54,58,1
0.9,4.7,51,52,1
1.0,4.0,52,57,1
0.8,4.3,44,51,1
0.8,3.8,47,53,1
0.7,3.4,37,49,1
0.7,3.6,33,44,1
0.7,3.6,36,48,1
0.7,3.6,33,46,1
0.9,5.1,40,56,1
1.2,6.6,56,73,1
1.4,7.3,71,85,1
1.2,6.1,57,72,1
1.0,5.2,43,53,1
0.9,4.9,40,47,1
0.7,3.5,26,37,1
0.5,3.0,24,34,1
0.5,2.7,24,33,1
0.4,2.2,-200,-200,1
-200.0,2.0,18,27,1
0.4,2.4,18,27,1
0.4,2.0,19,27,1
0.5,2.5,22,28,1
0.7,3.5,34,36,1
1.1,6.0,61,59,1
1.0,5.3,46,56,1
1.2,6.3,56,70,1
1.1,4.8,31,36,1
0.6,3.2,11,17,1
0.4,2.6,8,14,1
0.4,2.4,14,24,1
0.5,3.0,21,36,1
0.6,3.1,26,43,1
0.8,3.4,37,60,1
1.0,4.6,53,81,1
1.1,4.4,56,87,1
1.1,5.5,51,85,1
1.6,8.2,79,91,1
0.9,5.0,38,55,1
0.7,4.0,25,42,1
0.7,3.7,24,43,1
0.5,3.1,11,20,1
0.4,1.8,-200,-200,1
0.3,1.5,16,23,1
0.4,2.4,43,43,1
0.9,5.4,86,68,1
1.3,8.5,92,62,1
1.6,10.9,102,65,1
2.1,12.0,171,93,1
2.0,10.6,148,110,1
1.4,7.4,119,106,1
1.4,7.3,71,77,1
0.9,4.6,53,60,1
0.8,4.0,61,67,1
0.8,3.8,53,57,1
1.0,5.0,61,60,1
1.3,6.9,72,69,1
1.3,7.0,67,77,1
1.3,6.8,70,77,1
1.6,8.5,81,87,1
1.4,8.0,79,88,1
1.3,5.7,73,84,1
1.0,5.1,57,65,1
0.9,5.5,45,54,1
0.6,3.1,25,37,1
0.5,2.9,23,36,1
0.5,2.6,-200,-200,1
0.4,2.2,18,29,1
0.4,2.5,23,25,1
1.0,5.6,59,41,1
2.2,12.9,135,68,1
2.5,16.0,167,82,1
2.3,12.2,190,137,1
2.0,10.0,142,119,1
-200.0,7.8,-200,-200,1
-200.0,5.9,-200,-200,1
-200.0,6.6,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,5.9,-200,-200,1
-200.0,6.0,-200,-200,1
-200.0,5.0,-200,-200,1
-200.0,4.2,-200,-200,1
-200.0,5.0,-200,-200,1
-200.0,7.5,-200,-200,1
-200.0,9.3,-200,-200,1
-200.0,10.0,-200,-200,1
-200.0,8.2,-200,-200,1
-200.0,6.4,-200,-200,1
-200.0,6.0,-200,-200,1
-200.0,5.4,-200,-200,1
-200.0,4.4,-200,-200,1
-200.0,4.1,-200,-200,1
-200.0,4.3,-200,-200,1
-200.0,6.3,-200,-200,1
-200.0,10.9,-200,-200,1
-200.0,11.2,-200,-200,1
-200.0,6.5,-200,-200,1
-200.0,5.7,-200,-200,1
-200.0,7.0,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,5.5,-200,-200,1
-200.0,5.4,-200,-200,1
-200.0,7.0,-200,-200,1
1.4,7.4,83,71,1
1.7,9.1,94,78,1
1.5,8.9,84,72,1
1.7,9.2,90,74,1
1.6,8.5,91,70,1
1.4,7.9,70,55,1
1.4,6.1,75,54,1
1.4,6.4,72,53,1
1.2,5.7,59,46,1
0.9,4.4,48,38,1
0.6,2.3,41,30,1
0.4,1.8,-200,-200,1
0.5,1.9,11,16,1
0.5,2.4,11,12,1
0.8,4.7,37,38,1
1.4,7.8,72,56,1
1.2,7.8,53,57,1
1.0,6.3,31,39,1
1.2,6.5,47,47,1
1.1,6.1,33,35,1
1.2,6.3,35,44,1
1.1,5.6,32,43,1
1.0,5.8,23,34,1
1.0,5.4,27,36,1
1.2,6.8,32,44,1
1.7,9.3,51,63,1
1.7,8.5,46,60,1
1.7,9.3,62,66,1
1.7,7.4,65,68,1
-200.0,6.4,-200,-200,1
-200.0,7.8,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,5.3,-200,-200,1
-200.0,5.0,-200,-200,1
-200.0,4.2,-200,-200,1
-200.0,1.4,-200,-200,1
-200.0,1.0,-200,-200,1
-200.0,2.4,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,8.9,-200,-200,1
-200.0,12.9,-200,-200,1
-200.0,8.6,-200,-200,1
-200.0,7.8,-200,-200,1
-200.0,7.7,-200,-200,1
-200.0,7.3,-200,-200,1
-200.0,3.8,-200,-200,1
-200.0,3.3,-200,-200,1
-200.0,3.3,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,5.7,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,5.7,-200,-200,1
-200.0,7.0,-200,-200,1
-200.0,6.8,-200,-200,1
-200.0,8.3,-200,-200,1
-200.0,6.9,-200,-200,1
-200.0,6.0,-200,-200,1
-200.0,5.4,-200,-200,1
-200.0,3.9,-200,-200,1
-200.0,2.0,-200,-200,1
-200.0,2.2,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,3.5,-200,-200,1
-200.0,3.8,-200,-200,1
-200.0,3.2,-200,-200,1
-200.0,2.6,-200,-200,1
-200.0,3.5,-200,-200,1
-200.0,3.1,-200,-200,1
-200.0,3.1,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,2.2,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,3.5,-200,-200,1
-200.0,3.7,-200,-200,1
-200.0,5.4,-200,-200,1
-200.0,8.9,-200,-200,1
-200.0,7.8,-200,-200,1
-200.0,5.6,-200,-200,1
-200.0,5.2,-200,-200,1
-200.0,6.7,-200,-200,1
-200.0,8.0,-200,-200,1
-200.0,6.4,-200,-200,1
-200.0,5.2,-200,-200,1
-200.0,5.1,-200,-200,1
-200.0,4.0,-200,-200,1
-200.0,3.7,-200,-200,1
-200.0,2.8,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,4.7,-200,-200,1
-200.0,6.0,-200,-200,1
-200.0,5.8,-200,-200,1
-200.0,5.2,-200,-200,1
-200.0,4.6,-200,-200,1
-200.0,2.1,-200,-200,1
-200.0,1.8,-200,-200,1
-200.0,2.8,-200,-200,1
-200.0,3.6,-200,-200,1
-200.0,4.0,-200,-200,1
-200.0,5.3,-200,-200,1
-200.0,7.4,-200,-200,1
-200.0,8.0,-200,-200,1
-200.0,7.4,-200,-200,1
-200.0,6.1,-200,-200,1
-200.0,5.5,-200,-200,1
-200.0,6.2,-200,-200,1
-200.0,4.4,-200,-200,1
-200.0,3.4,-200,-200,1
-200.0,2.4,-200,-200,1
-200.0,2.0,-200,-200,1
-200.0,2.0,-200,-200,1
-200.0,3.8,-200,-200,1
-200.0,7.6,-200,-200,1
-200.0,14.9,-200,-200,1
2.0,12.0,111,-200,1
-200.0,9.2,-200,-200,1
1.6,8.2,86,83,1
1.3,5.9,57,64,1
1.0,4.7,39,50,1
0.9,4.1,41,53,1
1.0,4.9,47,57,1
1.1,5.2,45,55,1
1.5,7.5,60,70,1
1.5,7.4,51,68,1
1.6,7.8,53,73,1
1.7,8.6,72,92,1
1.4,6.5,62,80,1
1.2,6.8,41,60,1
1.1,5.7,32,49,1
1.1,5.8,44,53,1
1.2,5.7,29,50,1
0.7,3.2,18,34,1
0.5,2.1,-200,-200,1
0.4,1.7,12,21,1
0.7,2.8,39,48,1
1.1,5.7,83,71,1
1.6,10.0,149,94,1
2.3,14.5,216,118,1
1.6,9.9,153,105,1
2.0,11.2,177,122,1
1.6,8.3,126,121,1
1.6,9.5,96,115,1
1.3,7.1,92,107,1
1.0,6.0,75,86,1
1.6,9.1,109,118,1
2.0,10.4,133,129,1
1.7,8.7,87,90,1
1.7,9.0,80,87,1
1.4,6.8,70,65,1
1.3,5.2,67,61,1
1.3,5.7,66,62,1
1.6,6.9,97,85,1
1.8,7.8,90,83,1
1.5,6.8,99,84,1
1.3,6.3,71,71,1
1.1,4.7,59,62,1
0.5,2.0,-200,-200,1
0.6,3.6,26,40,1
0.7,4.4,47,50,1
1.1,6.4,108,78,1
1.9,11.9,160,89,1
3.5,21.0,204,106,1
2.9,15.6,193,107,1
2.2,12.1,146,93,1
2.0,9.3,126,95,1
1.7,8.7,90,78,1
1.6,7.9,84,76,1
1.3,6.2,60,66,1
1.3,6.3,66,71,1
1.3,6.0,57,61,1
1.6,7.9,71,73,1
1.3,5.8,51,54,1
1.4,6.3,49,53,1
1.4,6.0,59,69,1
1.3,6.3,66,77,1
1.4,6.8,72,83,1
1.5,7.0,89,94,1
1.5,7.0,75,84,1
0.9,5.0,38,55,1
0.6,2.8,24,35,1
0.5,2.1,-200,-200,1
-200.0,1.7,19,31,1
0.5,2.8,40,45,1
1.0,-200.0,63,59,1
1.9,-200.0,121,83,1
2.6,-200.0,143,90,1
1.7,-200.0,104,87,1
1.7,-200.0,111,83,1
1.4,-200.0,83,71,1
1.6,-200.0,90,77,1
1.3,-200.0,82,75,1
0.9,-200.0,48,52,1
1.4,-200.0,89,76,1
1.0,-200.0,58,60,1
2.2,-200.0,129,99,1
1.9,-200.0,103,88,1
2.1,-200.0,115,91,1
1.7,-200.0,108,91,1
1.0,-200.0,60,68,1
1.1,-200.0,68,71,1
0.7,-200.0,36,49,1
1.3,-200.0,81,71,1
1.3,-200.0,91,76,1
1.0,-200.0,65,67,1
0.7,-200.0,-200,-200,-1
0.6,-200.0,46,58,1
0.7,-200.0,71,53,1
1.1,-200.0,92,52,1
2.4,-200.0,201,68,1
2.4,-200.0,169,69,1
2.3,-200.0,158,83,1
2.2,-200.0,147,99,1
1.8,-200.0,119,101,1
2.0,-200.0,114,104,1
1.5,-200.0,92,89,1
1.4,-200.0,82,88,1
1.5,-200.0,85,89,1
1.6,-200.0,96,92,1
1.9,-200.0,104,109,1
2.0,-200.0,101,107,1
2.3,-200.0,128,116,1
2.4,-200.0,147,124,1
1.8,-200.0,115,112,1
1.7,-200.0,97,99,1
1.2,-200.0,74,85,1
0.8,-200.0,50,69,1
0.7,-200.0,41,58,1
0.6,-200.0,36,49,1
0.6,3.8,-200,-200,1
0.6,2.5,40,56,1
0.4,1.7,25,33,1
0.5,3.4,38,39,1
0.7,4.3,38,43,1
1.2,7.1,75,62,1
1.7,8.3,104,81,1
1.8,9.1,134,102,1
1.5,7.7,85,86,1
1.2,7.2,30,37,1
1.1,5.8,49,64,1
-200.0,3.5,-200,-200,1
-200.0,4.7,-200,-200,1
-200.0,6.7,-200,-200,1
-200.0,8.9,-200,-200,1
-200.0,8.0,-200,-200,1
-200.0,9.0,-200,-200,1
-200.0,7.1,-200,-200,1
-200.0,8.8,-200,-200,1
-200.0,8.4,-200,-200,1
-200.0,9.3,-200,-200,1
-200.0,6.4,-200,-200,1
-200.0,6.9,-200,-200,1
-200.0,7.3,-200,-200,1
-200.0,5.9,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,3.5,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,2.8,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,3.9,-200,-200,1
-200.0,6.9,-200,-200,1
-200.0,6.8,-200,-200,1
-200.0,5.0,-200,-200,1
-200.0,4.0,-200,-200,1
-200.0,3.5,-200,-200,1
-200.0,4.1,-200,-200,1
-200.0,5.4,-200,-200,1
-200.0,8.6,-200,-200,1
-200.0,8.8,-200,-200,1
-200.0,13.7,-200,-200,1
-200.0,11.8,-200,-200,1
-200.0,8.6,-200,-200,1
-200.0,9.2,-200,-200,1
-200.0,12.2,-200,-200,1
-200.0,7.8,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,1.8,-200,-200,1
-200.0,1.7,-200,-200,1
-200.0,3.9,-200,-200,1
-200.0,7.6,-200,-200,1
-200.0,23.3,-200,-200,1
-200.0,30.7,-200,-200,1
-200.0,20.4,-200,-200,1
-200.0,13.7,-200,-200,1
-200.0,11.8,-200,-200,1
-200.0,10.1,-200,-200,1
-200.0,9.3,-200,-200,1
-200.0,7.6,-200,-200,1
-200.0,13.1,-200,-200,1
-200.0,12.2,-200,-200,1
-200.0,11.9,-200,-200,1
-200.0,14.1,-200,-200,1
-200.0,11.3,-200,-200,1
-200.0,10.3,-200,-200,1
-200.0,10.8,-200,-200,1
-200.0,9.4,-200,-200,1
-200.0,7.1,-200,-200,1
-200.0,5.1,-200,-200,1
-200.0,4.7,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,2.1,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,4.3,-200,-200,1
-200.0,6.6,-200,-200,1
-200.0,21.0,-200,-200,1
-200.0,26.2,-200,-200,1
-200.0,16.1,-200,-200,1
-200.0,15.3,-200,-200,1
-200.0,16.5,-200,-200,1
-200.0,14.1,-200,-200,1
-200.0,12.2,-200,-200,1
2.9,8.9,-200,-200,1
1.9,11.0,209,101,1
1.4,7.6,132,71,1
2.0,10.1,166,82,1
2.7,14.1,243,104,1
2.8,14.1,247,105,1
2.0,10.3,165,87,1
2.1,11.5,187,98,1
2.0,10.9,206,105,1
1.8,10.4,200,104,1
1.9,9.5,189,96,1
1.3,7.0,136,79,1
0.7,3.3,83,61,1
0.5,2.6,-200,-200,1
0.5,2.8,72,48,1
0.6,4.3,121,63,1
1.3,8.5,268,92,1
3.6,20.9,451,99,1
4.9,35.2,458,117,1
3.9,18.7,487,142,1
2.2,12.8,319,121,1
1.9,11.2,269,122,1
2.2,13.3,224,108,1
2.0,11.3,162,80,1
1.7,10.4,189,93,1
2.0,12.3,213,108,1
2.1,12.3,245,118,1
3.2,19.4,341,149,1
4.0,21.5,382,171,1
4.4,25.7,358,154,1
3.0,14.5,288,122,1
2.2,11.4,252,126,1
1.7,9.5,201,121,1
1.9,11.6,225,125,1
2.0,11.4,242,126,1
1.5,7.5,167,96,1
0.8,5.3,99,73,1
0.6,3.1,-200,-200,1
0.6,4.0,87,65,1
0.7,4.6,164,90,1
0.8,5.8,87,58,1
2.9,20.0,93,27,1
5.2,30.0,417,67,1
3.3,18.7,406,96,1
-200.0,15.8,-200,-200,1
-200.0,14.3,-200,-200,1
-200.0,14.4,-200,-200,1
-200.0,11.6,-200,-200,1
-200.0,11.1,-200,-200,1
-200.0,13.5,-200,-200,1
-200.0,13.7,-200,-200,1
-200.0,15.3,-200,-200,1
-200.0,26.0,-200,-200,1
-200.0,28.6,-200,-200,1
-200.0,17.0,-200,-200,1
-200.0,12.0,-200,-200,1
-200.0,10.1,-200,-200,1
-200.0,9.7,-200,-200,1
-200.0,9.6,-200,-200,1
-200.0,8.5,-200,-200,1
-200.0,5.7,-200,-200,1
-200.0,3.1,-200,-200,1
-200.0,2.7,-200,-200,1
-200.0,3.3,-200,-200,1
-200.0,5.1,-200,-200,1
-200.0,18.0,-200,-200,1
-200.0,34.5,-200,-200,1
-200.0,20.0,-200,-200,1
-200.0,18.9,-200,-200,1
-200.0,17.0,-200,-200,1
